ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_pro	h1_theta_diff	h0	h1	lrt	p	q	signif
2	Sox4	42.955685	10.554691	30.21758	11.602165222167969	3.1601276	13.028599	11.595545	4.254008769989014	12.793789863586426	-3117.2017	-3136.2454	38.087402	0.0004997501249375312	0.0021774826872278147	True
12	Tubb2a	66.55598	8.422727	64.76832	30.342565536499023	4.266278	16.899176	32.319374	13.833468437194824	33.317291259765625	-14300.811	-14332.138	62.654297	0.0004997501249375312	0.0021774826872278147	True
16	Nfia	1.4368508	13.550829	32.211414	-2.649550199508667	3.0661175	32.10052	30.838297	9.855002403259276	-3.128445625305176	-126.590515	-161.3571	69.53317	0.0004997501249375312	0.0021774826872278147	True
18	Stmn3	519.8667	10.041736	47.66936	29.76774024963379	790.7593	21.153173	48.426376	9.700154304504396	32.63444900512695	-13161.153	-13205.616	88.92578	0.0004997501249375312	0.0021774826872278147	True
21	Tubb3	36.98414	10.072152	88.0958	36.87928009033203	7.267951	19.59269	74.30453	9.740241050720217	41.07814407348633	-18947.814	-18981.535	67.44141	0.0004997501249375312	0.0021774826872278147	True
34	Prmt1	6.1867366	9.832607	6.134997	5.822811126708984	7.087236	14.491531	5.919882	2.650243759155273	6.316585063934326	-894.75995	-904.97284	20.425781	0.0004997501249375312	0.0021774826872278147	True
36	Eif4a1	6.202263	7.6911035	8.011558	7.047134399414063	6.950601	11.6841955	9.217295	3.4415934085845947	7.705500602722168	-1295.6741	-1304.292	17.23584	0.0004997501249375312	0.0021774826872278147	True
37	Ly6h	33.202232	8.443612	21.836952	24.59774780273437	29.076075	9.008581	15.607143	14.917376518249512	26.92609024047852	-9327.027	-9345.687	37.31836	0.0004997501249375312	0.0021774826872278147	True
40	Ywhaq	160.17574	7.9966974	12.212659	12.631299018859863	670.8442	12.561017	13.191172	8.150249481201172	13.430253982543944	-3474.0999	-3485.6162	23.032715	0.0004997501249375312	0.0021774826872278147	True
43	Basp1	592.62714	10.088769	58.13153	53.5880241394043	1096.6332	26.613956	71.542145	31.26163101196289	56.5833625793457	-28650.807	-28681.055	60.496094	0.0004997501249375312	0.0021774826872278147	True
45	Ndfip1	120.382744	7.328117	11.623134	11.751988410949709	118.983864	16.378895	15.75783	8.438597679138184	12.31379508972168	-3080.043	-3086.7917	13.497559	0.0004997501249375312	0.0021774826872278147	True
51	Atpif1	411.03415	7.7087607	15.270732	19.409067153930664	1005.8584	18.85652	19.7687	12.78636646270752	20.38778114318848	-6844.845	-6860.8975	32.104492	0.0004997501249375312	0.0021774826872278147	True
55	Jpt1	371.10864	12.117932	44.436092	30.692052841186523	1096.6332	29.910442	42.994026	12.1998929977417	33.13214111328125	-13335.604	-13385.316	99.42578	0.0004997501249375312	0.0021774826872278147	True
57	Calm2	48.14943	6.212889	29.89924	21.27031707763672	12.670544	23.473068	39.147526	10.492969512939451	22.99857521057129	-8055.1924	-8077.3125	44.240234	0.0004997501249375312	0.0021774826872278147	True
1	Tubb5	57.160828	7.9864354	95.545815	50.469608306884766	13.136346	21.643267	100.875046	15.280109405517578	55.33407974243164	-28850.887	-28879.115	56.45703	0.0009995002498750624	0.0032089218548620423	True
5	Ppia	183.06796	6.7162886	55.060905	59.10259246826172	996.18274	15.404812	74.71949	40.87281036376953	61.84606170654297	-32668.822	-32681.979	26.3125	0.0009995002498750624	0.0032089218548620423	True
28	Ddc	272.52917	10.295227	23.305695	-0.0833417549729347	1040.6232	12.670752	24.709255	-6.412232398986816	0.8186709880828857	-132.35165	-139.2178	13.7323	0.0009995002498750624	0.0032089218548620423	True
32	Hist3h2ba	30.328474	8.445596	14.7555065	9.591049194335938	13.374676	14.024299	15.9248495	6.083582401275635	10.200037002563477	-2223.9407	-2230.0635	12.245605	0.0009995002498750624	0.0032089218548620423	True
48	Snap47	15.10607	8.82475	6.2833867	5.284695625305176	14.149124	10.654202	6.201534	3.3558597564697266	5.652477264404297	-649.16266	-654.3123	10.299316	0.0009995002498750624	0.0032089218548620423	True
9	Rtn1	137.33148	8.068729	83.39242	61.12300109863281	425.53738	22.906206	112.86351	27.42455291748047	65.70964050292969	-34247.633	-34275.617	55.96875	0.0014992503748125937	0.004572713643178411	True
8	Actg1	243.95271	12.883706	99.17341	71.22956848144531	83.75089	19.18953	100.38911	50.41820526123047	74.00595092773438	-42303.88	-42320.125	32.492188	0.001999000499750125	0.0055426832038526185	True
23	Gapdh	19.702942	6.880288	13.239268	16.33960723876953	14.947214	16.170694	14.060334	11.655816078186035	17.020864486694336	-5336.4614	-5341.7188	10.514648	0.001999000499750125	0.0055426832038526185	True
27	Rpl41	109.00096	6.828156	35.916565	41.82096862792969	70.708374	11.617303	38.487785	51.9337272644043	39.77225112915039	-20122.363	-20130.018	15.308594	0.0024987506246876563	0.006627121221997698	True
11	Meg3	40.017155	4.6121383	85.302444	49.33642959594727	57.804382	5.644621	77.86404	16.18020248413086	60.54893112182617	-23300.438	-23324.115	47.35547	0.0029985007496251873	0.007316341829085457	True
13	Stmn1	16.4643	8.980896	271.54807	158.9219207763672	18.42876	22.783857	347.00906	65.13661193847656	171.5412139892578	-101687.055	-101757.17	140.23438	0.0029985007496251873	0.007316341829085457	True
19	Atp5f1	149.83316	7.707684	9.050271	10.411117553710938	265.83905	11.398531	10.479572	8.216011047363281	10.83469295501709	-2478.727	-2483.1792	8.904297	0.004997501249375313	0.011724906777380542	True
59	Wnt5a	5.994052	11.759	10.965893	0.4678463935852051	4.5601916	11.687895	10.05271	2.3937342166900635	0.1571198552846908	117.7832	113.19	9.186401	0.006496751624187906	0.014677846262054157	True
42	Rpsa	274.6897	8.033768	32.04975	38.8043327331543	279.4251	14.026468	40.616703	33.34841537475586	40.06206130981445	-18404.223	-18410.172	11.8984375	0.0069965017491254375	0.015242378810594703	True
25	Tmsb4x	12.137085	7.1835732	231.45662	144.9022674560547	16.54121	11.391971	220.10406	221.55203247070312	130.53143310546875	-90748.77	-90796.8	96.046875	0.012993503248375811	0.027331162005204294	True
52	Slc25a4	142.55002	11.110136	18.744799	19.422775268554688	646.8834	9.052752	17.666565	17.171335220336914	19.93851661682129	-6791.3193	-6794.175	5.7109375	0.0384807596201899	0.07824421122771948	False
44	Mdh2	28.742208	9.824874	6.493963	4.739604473114014	15.307053	11.066126	5.272998	3.529064416885376	4.945128917694092	-492.85513	-495.15652	4.602783	0.04397801099450275	0.08653737647305379	False
10	Calm1	12.75182	6.572674	22.551119	26.165987014770508	9.921323	8.293492	15.440227	36.33052444458008	23.587066650390625	-10463.151	-10469.081	11.859375	0.04547726136931534	0.08669102948525736	False
47	Rpl7	156.27043	7.994522	10.959019	14.24521541595459	108.9943	6.0457106	8.629607	16.521137237548828	13.372117042541504	-4150.113	-4152.345	4.4648438	0.057971014492753624	0.10715854194115063	False
46	Rps24	558.96344	8.041077	28.757881	36.69637680053711	314.08926	8.002711	26.44808	39.72645568847656	35.792930603027344	-16940.559	-16943.605	6.09375	0.07646176911544228	0.13718140929535233	False
26	Ndufa4	96.7809	7.6862626	13.984975	18.474998474121094	85.91972	10.319258	15.454806	15.813281059265137	19.03105354309082	-6266.5327	-6268.3804	3.6953125	0.11044477761119441	0.19248946955093885	False
49	Atp5h	315.15005	9.147353	5.606981	10.618558883666992	765.04816	9.888005	5.07847	9.375802993774414	10.874640464782717	-2526.7332	-2528.1614	2.8564453	0.12093953023488256	0.20492531512021767	False
14	Actb	15.242127	13.73736	163.41895	78.93838500976562	10.406745	5.8609653	87.0052	73.1022720336914	77.32806396484375	-46119.176	-46135.24	32.125	0.12643678160919541	0.20844982913948432	False
58	Hsp90aa1	14.494307	5.5501204	11.89946	13.357964515686035	10.8299675	6.163765	11.062424	13.0079345703125	13.479910850524902	-3877.9036	-3879.8828	3.958496	0.12993503248375812	0.20857992056603278	False
15	Tmsb10	12.086092	10.450979	355.34125	178.34515380859375	17.756577	22.542227	380.03366	80.05924224853516	191.3027191162109	-115718.12	-115753.84	71.453125	0.14592703648175911	0.22824485193300784	False
41	Pcdh10	11.768131	12.561463	14.523151	2.221864700317383	1.4827803	7.931626	5.449908	1.547921895980835	2.9475839138031006	-81.758255	-82.6856	1.8546906	0.2063968015992004	0.3147551224387806	False
20	Ftl1	82.907906	6.039252	32.495136	47.26599884033203	50.200356	6.5091944	29.647226	44.23808670043945	48.20978546142578	-23602.473	-23604.877	4.8085938	0.23438280859570215	0.3487158859594593	False
38	Wnt7b	15.03686	7.9673696	18.005548	-2.4301888942718506	13.282501	6.0033154	15.032061	-0.7071269154548645	-2.906883716583252	67.180435	66.40254	1.5557861	0.2433783108445777	0.35347802289331526	False
54	Ywhae	95.504425	7.392151	12.883513	19.167518615722656	85.21134	8.009708	12.818115	17.440654754638672	19.63707160949707	-6616.889	-6617.957	2.1357422	0.2638680659670165	0.3743244656741397	False
33	Atxn10	71.26234	8.584767	6.581982	5.206495761871338	101.9679	7.891958	6.1407714	4.504618644714356	5.381165027618408	-587.16364	-587.927	1.5267334	0.27586206896551724	0.3824451410658307	False
6	Ubb	39.274208	5.3421383	70.189545	58.01539611816406	49.349007	6.8554044	78.50835	50.962181091308594	60.34396743774414	-32554.232	-32557.57	6.6757812	0.2868565717141429	0.388850019434727	False
31	Tubb4b	5.8331776	8.757942	5.379391	3.079763650894165	5.772754	6.4643908	4.534236	3.583373546600342	2.879759788513184	-133.57103	-134.10739	1.0727234	0.33833083458270863	0.4486561067292441	False
22	Eef1a1	145.5192	9.542222	72.922325	56.53550720214844	184.8243	10.604522	76.629776	52.2440071105957	57.38165664672852	-30398.053	-30399.988	3.8710938	0.3538230884557721	0.45921719991068294	False
4	Tubb2b	17.637152	9.156998	199.72668	97.3773422241211	21.773544	14.437398	213.28389	55.21019744873047	99.611083984375	-59162.133	-59175.15	26.03125	0.4122938530734633	0.523956771614193	False
0	Malat1	9.536333	24.03289	578.0782	234.17819213867188	11.0105095	20.150246	450.85248	332.4053039550781	223.7471923828125	-162180.0	-162206.61	53.21875	0.43478260869565216	0.541259982253771	False
30	Mab21l2	3.3132796	6.089456	13.351285	-4.500543594360352	3.511336	5.775802	12.883443	-5.5111165046691895	-4.067142486572266	79.86487	79.47215	0.7854309	0.46326836581709147	0.5651874062968516	False
35	Prdx2	142.02379	10.012167	20.006332	21.223125457763672	232.39902	6.848349	16.739683	18.964155197143555	21.86826705932617	-7748.6963	-7749.0015	0.61035156	0.512743628185907	0.6132815944968691	False
60	Rps2	299.2758	8.679465	25.192598	34.09037399291992	49.691334	7.654433	15.820107	36.8469352722168	33.23834228515625	-15274.997	-15274.954	-0.0859375	0.6121939030484758	0.7181505401145581	False
50	Rps3a1	274.9316	7.6998396	19.0102	23.5760498046875	63.677143	7.3773365	15.698736	23.069599151611328	23.618995666503903	-8947.912	-8947.839	-0.14648438	0.6546726636681659	0.7534911789388324	False
24	mt-Atp6	22.501053	7.932163	132.51613	116.6493911743164	26.94559	9.307956	129.49187	97.2349624633789	118.08668518066406	-73071.72	-73078.984	14.53125	0.6851574212893553	0.7739741240490866	False
56	Cox6c	302.17538	5.758448	9.9459	15.95323085784912	1014.88025	8.520568	12.178904	16.073631286621094	15.936664581298828	-4944.5894	-4944.4326	-0.31347656	0.704647676161919	0.7815183317432193	False
29	Rpl13	391.2699	7.5410447	30.758968	36.82413864135742	62.01404	7.8576264	25.424269	37.64115524291992	36.46986389160156	-16903.375	-16902.64	-1.46875	0.751624187906047	0.8098783941362652	False
17	Nnat	17.873085	9.303578	239.776	96.73284149169922	24.162348	8.238792	200.559	48.04741668701172	105.3656768798828	-58711.793	-58714.9	6.2109375	0.7591204397801099	0.8098783941362652	False
3	Tuba1a	12.215281	87.449814	1502.7788	160.3436279296875	13.24626	5.205541	334.39566	80.54719543457031	187.39926147460935	-102142.29	-102145.28	5.984375	0.7876061969015492	0.8098783941362652	False
39	Eno1	31.56085	7.7947345	6.0042787	1.525459051132202	24.850285	7.084306	5.7327614	1.5116050243377686	1.5307973623275757	99.74153	99.88371	-0.2843628	0.791104447776112	0.8098783941362652	False
53	Rps29	264.75266	6.8645296	16.105106	26.63905906677246	208.45856	7.7578373	17.227333	26.4483642578125	26.678924560546875	-10661.914	-10661.212	-1.4042969	0.7966016991504248	0.8098783941362652	False
7	C1ql1	0.5600388	8.210635	54.144184	1.6350300312042236	0.91223866	5.8010783	45.50011	-3.3803470134735107	1.086693286895752	-1765.2208	-1765.8093	1.177002	0.8530734632683659	0.8530734632683659	False
